ICD-10 code,Description,Body system,Progressive,code heading
C44.222,Squamous cell carcinoma of skin of right ear and external auricular canal,malignancy,n/a,C44
C44.229,Squamous cell carcinoma of skin of left ear and external auricular canal,malignancy,n/a,C44
C44.291,Other specified malignant neoplasm of skin of unspecified ear and external auricular canal,malignancy,n/a,C44
C44.292,Other specified malignant neoplasm of skin of right ear and external auricular canal,malignancy,n/a,C44
C44.299,Other specified malignant neoplasm of skin of left ear and external auricular canal,malignancy,n/a,C44
C44.300,Unspecified malignant neoplasm of skin of unspecified part of face,malignancy,n/a,C44
C44.301,Unspecified malignant neoplasm of skin of nose,malignancy,n/a,C44
C44.309,Unspecified malignant neoplasm of skin of other parts of face,malignancy,n/a,C44
C44.310,Basal cell carcinoma of skin of unspecified parts of face,malignancy,n/a,C44
C44.311,Basal cell carcinoma of skin of nose,malignancy,n/a,C44
C44.319,Basal cell carcinoma of skin of other parts of face,malignancy,n/a,C44
C44.320,Squamous cell carcinoma of skin of unspecified parts of face,malignancy,n/a,C44
C44.321,Squamous cell carcinoma of skin of nose,malignancy,n/a,C44
C44.329,Squamous cell carcinoma of skin of other parts of face,malignancy,n/a,C44
C44.390,Other specified malignant neoplasm of skin of unspecified parts of face,malignancy,n/a,C44
C44.391,Other specified malignant neoplasm of skin of nose,malignancy,n/a,C44
C44.399,Other specified malignant neoplasm of skin of other parts of face,malignancy,n/a,C44
C44.40,Unspecified malignant neoplasm of skin of scalp and neck,malignancy,n/a,C44
C44.41,Basal cell carcinoma of skin of scalp and neck,malignancy,n/a,C44
C44.42,Squamous cell carcinoma of skin of scalp and neck,malignancy,n/a,C44
C44.49,Other specified malignant neoplasm of skin of scalp and neck,malignancy,n/a,C44
C44.500,Unspecified malignant neoplasm of anal skin,malignancy,n/a,C44
C44.501,Unspecified malignant neoplasm of skin of breast,malignancy,n/a,C44
C44.509,Unspecified malignant neoplasm of skin of other part of trunk,malignancy,n/a,C44
C44.510,Basal cell carcinoma of anal skin,malignancy,n/a,C44
C44.511,Basal cell carcinoma of skin of breast,malignancy,n/a,C44
C44.519,Basal cell carcinoma of skin of other part of trunk,malignancy,n/a,C44
C44.520,Squamous cell carcinoma of anal skin,malignancy,n/a,C44
C44.521,Squamous cell carcinoma of skin of breast,malignancy,n/a,C44
C44.529,Squamous cell carcinoma of skin of other part of trunk,malignancy,n/a,C44
C44.590,Other specified malignant neoplasm of anal skin,malignancy,n/a,C44
C44.591,Other specified malignant neoplasm of skin of breast,malignancy,n/a,C44
C44.599,Other specified malignant neoplasm of skin of other part of trunk,malignancy,n/a,C44
C44.601,Unspecified malignant neoplasm of skin of unspecified upper limb; including shoulder,malignancy,n/a,C44
C44.602,Unspecified malignant neoplasm of skin of right upper limb; including shoulder,malignancy,n/a,C44
C44.609,Unspecified malignant neoplasm of skin of left upper limb; including shoulder,malignancy,n/a,C44
C44.611,Basal cell carcinoma of skin of unspecified upper limb; including shoulder,malignancy,n/a,C44
C44.612,Basal cell carcinoma of skin of right upper limb; including shoulder,malignancy,n/a,C44
C44.619,Basal cell carcinoma of skin of left upper limb; including shoulder,malignancy,n/a,C44
C44.621,Squamous cell carcinoma of skin of unspecified upper limb; including shoulder,malignancy,n/a,C44
C44.622,Squamous cell carcinoma of skin of right upper limb; including shoulder,malignancy,n/a,C44
C44.629,Squamous cell carcinoma of skin of left upper limb; including shoulder,malignancy,n/a,C44
C44.691,Other specified malignant neoplasm of skin of unspecified upper limb; including shoulder,malignancy,n/a,C44
C44.692,Other specified malignant neoplasm of skin of right upper limb; including shoulder,malignancy,n/a,C44
C44.699,Other specified malignant neoplasm of skin of left upper limb; including shoulder,malignancy,n/a,C44
C44.701,Unspecified malignant neoplasm of skin of unspecified lower limb; including hip,malignancy,n/a,C44
C44.702,Unspecified malignant neoplasm of skin of right lower limb; including hip,malignancy,n/a,C44
C44.709,Unspecified malignant neoplasm of skin of left lower limb; including hip,malignancy,n/a,C44
C44.711,Basal cell carcinoma of skin of unspecified lower limb; including hip,malignancy,n/a,C44
C44.712,Basal cell carcinoma of skin of right lower limb; including hip,malignancy,n/a,C44
C44.719,Basal cell carcinoma of skin of left lower limb; including hip,malignancy,n/a,C44
C44.721,Squamous cell carcinoma of skin of unspecified lower limb; including hip,malignancy,n/a,C44
C44.722,Squamous cell carcinoma of skin of right lower limb; including hip,malignancy,n/a,C44
C44.729,Squamous cell carcinoma of skin of left lower limb; including hip,malignancy,n/a,C44
C44.791,Other specified malignant neoplasm of skin of unspecified lower limb; including hip,malignancy,n/a,C44
C44.792,Other specified malignant neoplasm of skin of right lower limb; including hip,malignancy,n/a,C44
C44.799,Other specified malignant neoplasm of skin of left lower limb; including hip,malignancy,n/a,C44
C44.80,Unspecified malignant neoplasm of overlapping sites of skin,malignancy,n/a,C44
C44.81,Basal cell carcinoma of overlapping sites of skin,malignancy,n/a,C44
C44.82,Squamous cell carcinoma of overlapping sites of skin,malignancy,n/a,C44
C44.89,Other specified malignant neoplasm of overlapping sites of skin,malignancy,n/a,C44
C44.90,Unspecified malignant neoplasm of skin; unspecified,malignancy,n/a,C44
C44.91,Basal cell carcinoma of skin; unspecified,malignancy,n/a,C44
C44.92,Squamous cell carcinoma of skin; unspecified,malignancy,n/a,C44
C44.99,Other specified malignant neoplasm of skin; unspecified,malignancy,n/a,C44
C46.0,Kaposi's sarcoma of skin,malignancy,n/a,C46
C46.1,Kaposi's sarcoma of soft tissue,malignancy,n/a,C46
C46.2,Kaposi's sarcoma of palate,malignancy,n/a,C46
C46.3,Kaposi's sarcoma of lymph nodes,malignancy,n/a,C46
C46.4,Kaposi's sarcoma of gastrointestinal sites,malignancy,n/a,C46
C46.50,Kaposi's sarcoma of unspecified lung,malignancy,n/a,C46
C46.51,Kaposi's sarcoma of right lung,malignancy,n/a,C46
C46.52,Kaposi's sarcoma of left lung,malignancy,n/a,C46
C46.7,Kaposi's sarcoma of other sites,malignancy,n/a,C46
C46.9,Kaposi's sarcoma; unspecified,malignancy,n/a,C46
C47.0,Malignant neoplasm of peripheral nerves of head; face and neck,malignancy,n/a,C47
C47.10,Malignant neoplasm of peripheral nerves of unspecified upper limb; including shoulder,malignancy,n/a,C47
C47.11,Malignant neoplasm of peripheral nerves of right upper limb; including shoulder,malignancy,n/a,C47
C47.12,Malignant neoplasm of peripheral nerves of left upper limb; including shoulder,malignancy,n/a,C47
C47.20,Malignant neoplasm of peripheral nerves of unspecified lower limb; including hip,malignancy,n/a,C47
C47.21,Malignant neoplasm of peripheral nerves of right lower limb; including hip,malignancy,n/a,C47
C47.22,Malignant neoplasm of peripheral nerves of left lower limb; including hip,malignancy,n/a,C47
C47.3,Malignant neoplasm of peripheral nerves of thorax,malignancy,n/a,C47
C47.4,Malignant neoplasm of peripheral nerves of abdomen,malignancy,n/a,C47
C47.5,Malignant neoplasm of peripheral nerves of pelvis,malignancy,n/a,C47
C47.6,Malignant neoplasm of peripheral nerves of trunk; unspecified,malignancy,n/a,C47
C47.8,Malignant neoplasm of overlapping sites of peripheral nerves and autonomic nervous system,malignancy,n/a,C47
C47.9,Malignant neoplasm of peripheral nerves and autonomic nervous system; unspecified,malignancy,n/a,C47
C48.0,Malignant neoplasm of retroperitoneum,malignancy,n/a,C48
C48.1,Malignant neoplasm of specified parts of peritoneum,malignancy,n/a,C48
C48.2,Malignant neoplasm of peritoneum; unspecified,malignancy,n/a,C48
C48.8,Malignant neoplasm of overlapping sites of retroperitoneum and peritoneum,malignancy,n/a,C48
C49.0,Malignant neoplasm of connective and soft tissue of head; face and neck,malignancy,n/a,C49
C49.10,Malignant neoplasm of connective and soft tissue of unspecified upper limb; including shoulder,malignancy,n/a,C49
C49.11,Malignant neoplasm of connective and soft tissue of right upper limb; including shoulder,malignancy,n/a,C49
C49.12,Malignant neoplasm of connective and soft tissue of left upper limb; including shoulder,malignancy,n/a,C49
C49.20,Malignant neoplasm of connective and soft tissue of unspecified lower limb; including hip,malignancy,n/a,C49
C49.21,Malignant neoplasm of connective and soft tissue of right lower limb; including hip,malignancy,n/a,C49
C49.22,Malignant neoplasm of connective and soft tissue of left lower limb; including hip,malignancy,n/a,C49
C49.3,Malignant neoplasm of connective and soft tissue of thorax,malignancy,n/a,C49
C49.4,Malignant neoplasm of connective and soft tissue of abdomen,malignancy,n/a,C49
C49.5,Malignant neoplasm of connective and soft tissue of pelvis,malignancy,n/a,C49
C49.6,Malignant neoplasm of connective and soft tissue of trunk; unspecified,malignancy,n/a,C49
C49.8,Malignant neoplasm of overlapping sites of connective and soft tissue,malignancy,n/a,C49
C49.9,Malignant neoplasm of connective and soft tissue; unspecified,malignancy,n/a,C49
C50.011,Malignant neoplasm of nipple and areola; right female breast,malignancy,n/a,C5
C50.012,Malignant neoplasm of nipple and areola; left female breast,malignancy,n/a,C5
C50.019,Malignant neoplasm of nipple and areola; unspecified female breast,malignancy,n/a,C5
C50.021,Malignant neoplasm of nipple and areola; right male breast,malignancy,n/a,C5
C50.022,Malignant neoplasm of nipple and areola; left male breast,malignancy,n/a,C5
C50.029,Malignant neoplasm of nipple and areola; unspecified male breast,malignancy,n/a,C5
C50.111,Malignant neoplasm of central portion of right female breast,malignancy,n/a,C5
C50.112,Malignant neoplasm of central portion of left female breast,malignancy,n/a,C5
C50.119,Malignant neoplasm of central portion of unspecified female breast,malignancy,n/a,C5
C50.121,Malignant neoplasm of central portion of right male breast,malignancy,n/a,C5
C50.122,Malignant neoplasm of central portion of left male breast,malignancy,n/a,C5
C50.129,Malignant neoplasm of central portion of unspecified male breast,malignancy,n/a,C5
C50.211,Malignant neoplasm of upper-inner quadrant of right female breast,malignancy,n/a,C5
C50.212,Malignant neoplasm of upper-inner quadrant of left female breast,malignancy,n/a,C5
C50.219,Malignant neoplasm of upper-inner quadrant of unspecified female breast,malignancy,n/a,C5
C50.221,Malignant neoplasm of upper-inner quadrant of right male breast,malignancy,n/a,C5
C50.222,Malignant neoplasm of upper-inner quadrant of left male breast,malignancy,n/a,C5
C50.229,Malignant neoplasm of upper-inner quadrant of unspecified male breast,malignancy,n/a,C5
C50.311,Malignant neoplasm of lower-inner quadrant of right female breast,malignancy,n/a,C5
C50.312,Malignant neoplasm of lower-inner quadrant of left female breast,malignancy,n/a,C5
C50.319,Malignant neoplasm of lower-inner quadrant of unspecified female breast,malignancy,n/a,C5
C50.321,Malignant neoplasm of lower-inner quadrant of right male breast,malignancy,n/a,C5
C50.322,Malignant neoplasm of lower-inner quadrant of left male breast,malignancy,n/a,C5
C50.329,Malignant neoplasm of lower-inner quadrant of unspecified male breast,malignancy,n/a,C5
C50.411,Malignant neoplasm of upper-outer quadrant of right female breast,malignancy,n/a,C5
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,malignancy,n/a,C5
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,malignancy,n/a,C5
C50.421,Malignant neoplasm of upper-outer quadrant of right male breast,malignancy,n/a,C5
C50.422,Malignant neoplasm of upper-outer quadrant of left male breast,malignancy,n/a,C5
C50.429,Malignant neoplasm of upper-outer quadrant of unspecified male breast,malignancy,n/a,C5
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,malignancy,n/a,C5
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,malignancy,n/a,C5
C50.519,Malignant neoplasm of lower-outer quadrant of unspecified female breast,malignancy,n/a,C5
C50.521,Malignant neoplasm of lower-outer quadrant of right male breast,malignancy,n/a,C5
C50.522,Malignant neoplasm of lower-outer quadrant of left male breast,malignancy,n/a,C5
C50.529,Malignant neoplasm of lower-outer quadrant of unspecified male breast,malignancy,n/a,C5
C50.611,Malignant neoplasm of axillary tail of right female breast,malignancy,n/a,C5
C50.612,Malignant neoplasm of axillary tail of left female breast,malignancy,n/a,C5
C50.619,Malignant neoplasm of axillary tail of unspecified female breast,malignancy,n/a,C5
C50.621,Malignant neoplasm of axillary tail of right male breast,malignancy,n/a,C5
C50.622,Malignant neoplasm of axillary tail of left male breast,malignancy,n/a,C5
C50.629,Malignant neoplasm of axillary tail of unspecified male breast,malignancy,n/a,C5
C50.811,Malignant neoplasm of overlapping sites of right female breast,malignancy,n/a,C5
C50.812,Malignant neoplasm of overlapping sites of left female breast,malignancy,n/a,C5
C50.819,Malignant neoplasm of overlapping sites of unspecified female breast,malignancy,n/a,C5
C50.821,Malignant neoplasm of overlapping sites of right male breast,malignancy,n/a,C5
C50.822,Malignant neoplasm of overlapping sites of left male breast,malignancy,n/a,C5
C50.829,Malignant neoplasm of overlapping sites of unspecified male breast,malignancy,n/a,C5
C50.911,Malignant neoplasm of unspecified site of right female breast,malignancy,n/a,C5
C50.912,Malignant neoplasm of unspecified site of left female breast,malignancy,n/a,C5
C50.919,Malignant neoplasm of unspecified site of unspecified female breast,malignancy,n/a,C5
C50.921,Malignant neoplasm of unspecified site of right male breast,malignancy,n/a,C5
C50.922,Malignant neoplasm of unspecified site of left male breast,malignancy,n/a,C5
C50.929,Malignant neoplasm of unspecified site of unspecified male breast,malignancy,n/a,C5
C51.0,Malignant neoplasm of labium majus,malignancy,n/a,C5
C51.1,Malignant neoplasm of labium minus,malignancy,n/a,C5
C51.2,Malignant neoplasm of clitoris,malignancy,n/a,C5
C51.8,Malignant neoplasm of overlapping sites of vulva,malignancy,n/a,C5
C51.9,Malignant neoplasm of vulva; unspecified,malignancy,n/a,C5
C52,Malignant neoplasm of vagina,malignancy,n/a,C5
C53.0,Malignant neoplasm of endocervix,malignancy,n/a,C5
C53.1,Malignant neoplasm of exocervix,malignancy,n/a,C5
C53.8,Malignant neoplasm of overlapping sites of cervix uteri,malignancy,n/a,C5
C53.9,Malignant neoplasm of cervix uteri; unspecified,malignancy,n/a,C5
C54.0,Malignant neoplasm of isthmus uteri,malignancy,n/a,C5
C54.1,Malignant neoplasm of endometrium,malignancy,n/a,C5
C54.2,Malignant neoplasm of myometrium,malignancy,n/a,C5
C54.3,Malignant neoplasm of fundus uteri,malignancy,n/a,C5
C54.8,Malignant neoplasm of overlapping sites of corpus uteri,malignancy,n/a,C5
C54.9,Malignant neoplasm of corpus uteri; unspecified,malignancy,n/a,C5
C55,Malignant neoplasm of uterus; part unspecified,malignancy,n/a,C5
C56.1,Malignant neoplasm of right ovary,malignancy,n/a,C5
C56.2,Malignant neoplasm of left ovary,malignancy,n/a,C5
C56.9,Malignant neoplasm of unspecified ovary,malignancy,n/a,C5
C57.00,Malignant neoplasm of unspecified fallopian tube,malignancy,n/a,C5
C57.01,Malignant neoplasm of right fallopian tube,malignancy,n/a,C5
C57.02,Malignant neoplasm of left fallopian tube,malignancy,n/a,C5
C57.10,Malignant neoplasm of unspecified broad ligament,malignancy,n/a,C5
C57.11,Malignant neoplasm of right broad ligament,malignancy,n/a,C5
C57.12,Malignant neoplasm of left broad ligament,malignancy,n/a,C5
C57.20,Malignant neoplasm of unspecified round ligament,malignancy,n/a,C5
C57.21,Malignant neoplasm of right round ligament,malignancy,n/a,C5
C57.22,Malignant neoplasm of left round ligament,malignancy,n/a,C5
C57.3,Malignant neoplasm of parametrium,malignancy,n/a,C5
C57.4,Malignant neoplasm of uterine adnexa; unspecified,malignancy,n/a,C5
C57.7,Malignant neoplasm of other specified female genital organs,malignancy,n/a,C5
C57.8,Malignant neoplasm of overlapping sites of female genital organs,malignancy,n/a,C5
C57.9,Malignant neoplasm of female genital organ; unspecified,malignancy,n/a,C5
C58,Malignant neoplasm of placenta,malignancy,n/a,C5
C60.0,Malignant neoplasm of prepuce,malignancy,n/a,C6
C60.1,Malignant neoplasm of glans penis,malignancy,n/a,C6
C60.2,Malignant neoplasm of body of penis,malignancy,n/a,C6
